content,label
"Bệnh viện Bạch Mai bàn giao Trung tâm hồi sức bệnh nhân Covid-19 trước ngày rời TP.HCM Covid-19, Trung tâm hồi sức tích cực người bệnh covid-19, bệnh viện dã chiến số 16, lễ bàn giao, bệnh viện Bạch Mai, Covid-19 TP.HCM, Covid-19 ngày 15/10, tin tức về Covid-19",1

"Đại tá Đinh Văn Nơi: Xử lý cán bộ, đảng viên liên quan vụ đánh bạc 2.000 tỉ đồng bất kể là ai Đại tá Đinh Văn Nơi, Giám đốc Công an tỉnh An Giang, cho biết sẽ xử lý đến nơi, đến chốn đối với cán bộ, đảng viên tiếp tay cho đường dây đánh bạc 2.000 tỉ đồng.",1

"Một Phú Quang ‘phía sau hào quang’ qua lời kể của anh trai Phú Ân Nhạc sĩ Phú Ân đã rất đau xót khi nhận tin em trai Phú Quang ra đi. “Tôi cũng đang nằm viện, chiều qua muốn đi thăm Quang nhưng bác sĩ ngăn lại vì bệnh tình của tôi không cho phép”, nhạc sĩ Phú Ân đau buồn chia sẻ.",0

"Vụ kẻ đang chờ thi hành án, đâm người, đốt xe: Nhiều mẫu máu tại hiện trường Thiếu nữ 17 tuổi mà bị án chở bằng xe máy rời khỏi hiện trường hiện vẫn chưa được tìm thấy. Nhân chứng cho biết, trước đó thấy nạn nhân nằm cạnh xe máy đang cháy.",1

"Sai phạm tại SAGRI: Bị cáo Lê Tấn Hùng khai gì tại tòa? Trong phiên tòa xét xử sai phạm tại SAGRI, bị cáo Lê Tấn Hùng khai không có chủ đích hưởng lợi số tiền 13,3 tỉ đồng, mong HĐXX xem xét về tội danh ""tham ô tài sản"" mà đại diện Viện KSND truy tố.",1

"Học sinh TP.HCM học trực tiếp, ngành y tế nói gì? Không để học sinh hoang mang, lo lắng là lưu ý của ngành y tế khi tập huấn trực tuyến cho giáo viên gần 2.000 trường học từ mầm non đến THPT về công tác phòng, chống dịch khi học sinh học trực tiếp.",1

"Nguyệt Ánh: Tôi bị ‘khớp’ khi đóng ‘cảnh nóng’ với Lương Thế Thành Nguyệt Ánh hé lộ chuyện hậu trường khi đóng ""cảnh nóng"" với Lương Thế Thành. Dù đã diễn chung 17 năm nhưng cả hai luôn ngại ngùng trong những phân cảnh thân mật.",1

Hoa hậu Thùy Tiên bị chê xấu: Cần có góc nhìn cởi mở hơn về cái đẹp! Nhiều người trẻ tỏ ra không đồng tình trước việc Hoa hậu Hòa bình quốc tế 2021 Nguyễn Thúc Thùy Tiên bị chê xấu trên mạng xã hội và bày tỏ quan điểm cần có góc nhìn cởi mở hơn về cái đẹp ở thế kỷ 21.,0

"Cặp đôi trộm điện thoại trong shop quần áo, bỏ chạy làm rơi trẻ nhỏ xuống đường Mới đây mạng xã hội chia sẻ đoạn clip ghi lại hình ảnh vụ trộm điện thoại trong shop của đôi nam nữ chở theo một đứa trẻ. Khi bỏ chạy, họ giằng co với chủ shop khiến đứa bé ngã sõng soài xuống đường.",1

"Trung vệ cao 2 m người Anh đã hội quân, tuyển Indonesia chờ tin vui từ Slovakia Chủ tịch Liên đoàn Bóng đá Indonesia (PSSI) Mochamad Iriawan cho biết đang đàm phán với CLB FK Senica (Slovakia) để đội này nhả tài năng Egy Maulana Vikri về kịp đá trận gặp Việt Nam và Malaysia tại AFF Cup 2020.",0

"Giải vô địch U.21 quốc gia: Bảng B đá tiếp từ ngày 10.12, VCK lùi 3 ngày Chiều nay, Liên đoàn bóng đá Việt Nam và Ban tổ chức giải đã có thông báo số 7 cho biết 4 lượt trận còn lại của bảng B vòng loại giải bóng đá U.21 vô địch quốc gia Thanh Niên lần thứ 25 năm 2021 sẽ tiếp tục diễn ra bắt đầu từ ngày 10.12 và kết thúc ngày 16.12.",0

Trung Quốc cảnh báo Canada sẽ gặp rắc rối nếu cấm 5G của Huawei Lệnh cấm 5G của Huawei sẽ “gửi một tín hiệu mạnh mẽ” cho các nhà đầu tư và công ty Trung Quốc rằng Canada là nơi không có lợi cho kinh doanh.,0

"Sốt đất bất thường ở Vũng Áng: Một mét đất mua được xe Kia Morning Đến các khu dân cư ở vùng gần Khu kinh tế Vũng Áng (TX.Kỳ Anh, Hà Tĩnh) hầu như chỉ thấy người dân bàn tán về chuyện giá đất sốt cao bất thường, đến nỗi họ phải thốt lên “giờ bán một mét đất mua được xe Kia Morning”.",1

Giá USD hôm nay 8.12.2021: Thị trường tự do tăng mạnh Giá USD sáng 8.12 tiếp tục tăng ở một số ngân hàng thương mại và thị trường tự do.,1

"Sau lệ phí trước bạ, doanh nghiệp ô tô ‘nội’ tiếp tục hưởng lợi từ chính sách Cùng với việc được giảm 50% lệ phí trước bạ, bắt đầu từ tháng 12.2021 ô tô lắp ráp, sản xuất trong nước tiếp tục được gia hạn thời gian nộp thuế tiêu thụ đặc biệt theo nội dung Nghị định 104/2021/NĐ-CP.",1

"Quy mô dự án đang gây cơn sốt đất ở TP.Đông Hà như thế nào? Sau gần 1 tháng trúng đấu giá, quyền sử dụng đất Dự án Khu đô thị TM-DV nam Đông Hà do Công ty TNHH Vận hành Vincom Retail (thuộc Tập đoàn Vingroup) đã được UBND tỉnh Quảng Trị phê duyệt, công nhận. Đây là dự án đang tạo nên cơn sốt đất ở địa phương ngay khi đang ở “trên giấy”.",1

Tổng tham mưu trưởng quân đội Ấn Độ thiệt mạng trong vụ rơi trực thăng Không quân Ấn Độ đã xác nhận Tổng tham mưu trưởng Bipin Rawat cùng phu nhân Madhulika là hai trong số 13 người thiệt mạng trong vụ rơi trực thăng ngày 8.12.,0

"Chuyên gia: Đừng nên vui mừng quá sớm khi Omicron chỉ gây ra những ca bệnh nhẹ Hiện chưa có trường hợp tử vong nào do biến thể Omicron gây ra, nhưng các chuyên gia cảnh báo rằng việc có khả năng lây lan nhanh chóng không có nghĩa là độc lực virus đã giảm.",0

Dự đoán mới của tỉ phú Bill Gates về đại dịch Covid-19 Tỉ phú Bill Gates lạc quan về năm 2022 khi cho rằng đại dịch Covid-19 sẽ qua giai đoạn “cấp tính”.,0

"Mở cửa du lịch, doanh nghiệp vẫn gặp khó Việc mở cửa lại bay quốc tế và du lịch tại VN không thể chậm trễ thêm nữa, nếu không sẽ để lỡ cơ hội cạnh tranh điểm đến với các nước trong khu vực...",0

"Tăng cường hỗ trợ nông dân sản xuất lúa và trái cây Hôm nay 8.12, tại ba đầu cầu Hà Nội, Đồng Tháp và TP.HCM diễn ra Lễ ký kết trực tuyến triển khai Chương trình hợp tác sử dụng thuốc bảo vệ thực vật an toàn và hiệu quả giữa Cục Bảo vệ thực vật, Sở Nông nghiệp và Phát triển nông thôn tỉnh Đồng Tháp và Hiệp hội CropLife Việt Nam.",0

Acecook chủ động và tự nguyện thu hồi sản phẩm bán tại thị trường Pháp Công ty CP Acecook Việt Nam đã có những thông tin xoay quanh lô hàng mì ăn liền bị thu hồi tại Pháp.,0

"Đà Nẵng: Nếu phụ huynh trẻ lớp 1 không đồng tình sẽ dừng việc cho đến trường Lãnh đạo TP.Đà Nẵng yêu cầu ngành GD-ĐT phải lắng nghe ý kiến người dân trong việc để trẻ lớp 1 đến tường, nếu phụ huynh chưa đồng tình thì phải cân nhắc lại.",0

"Vì sao TP.HCM tạm hoãn cho học sinh lớp 1 và trẻ mầm non đến trường? Ông Nguyễn Văn Hiếu, Giám đốc Sở GD-ĐT TP.HCM, cho biết do chưa nhiều phụ huynh đồng thuận cho con đi học lại nên Sở đã cân nhắc, đề xuất lại việc đi học của học sinh lớp 1 và trẻ mầm non.",1

"Thông tin mới nhất về việc đi học lại của học sinh lớp 1, trẻ mầm non TP.HCM đã có thông báo mới nhất về việc mở cửa trường học tổ chức cho học sinh đi học trở lại sau thời gian ngừng đến trường vì dịch Covid-19",0

Chiếc ống hút cỏ bàng ‘làm nên chuyện lớn’ ở Mỹ Ống hút cỏ bàng của Việt Nam đã 'làm nên chuyện lớn' ở đấu trường Mỹ khi trở thành quán quân cuộc thi khởi nghiệp toàn cầu VietChallenge 2021.,0

"Cô gái Việt hát Quốc ca trận Việt Nam - Lào tại Singapore: ‘Ai cũng xúc động’ 'Quốc ca vang lên, tất cả chúng tôi đều hát. Vì dịch bệnh, nhiều người chưa về được quê hương. Tất cả đều rất xúc động, nhớ nhà…', cô gái Việt có mặt ở sân Bishan, Singapore xem trận Việt Nam - Lào tại AFF Cup kể lại.",0

"Bạn trẻ mê mẩn 'check-in' với hoa dã quỳ nở rộ ở miền tây Quảng Trị Nhiều bạn trẻ rủ nhau vượt hàng chục km tìm đến 'check-in', chụp ảnh khi hoa dã quỳ nở rộ khắp các tuyến đường đi vào xã Hướng Phùng (H.Hướng Hóa, tỉnh Quảng Trị).",0

"Nhạc sĩ Phú Quang qua đời Bà Trịnh Anh Thư, vợ nhạc sĩ Phú Quang, nghẹn ngào chia sẻ với Thanh Niên, nhạc sĩ Phú Quang vừa qua đời lúc 8 giờ 45 sáng nay 8.12, tại Bệnh viện Việt - Xô (Hà Nội) sau thời gian lâm bệnh nặng.",0

"Vì sao vịt uyên ương là biểu tượng của chung thủy và hạnh phúc lứa đôi? Có một thời, giới chơi thú cảnh ở Việt Nam, đặc biệt là Sài Gòn, xôn xao về vịt uyên ương, có người bỏ chục triệu đồng để mua một cặp vịt rồi thả trong hồ cảnh vườn nhà mình, say mê ngắm ngày này sang ngày nọ.",1

"Hàn Quốc chinh phục thế giới bằng webtoon và phim ảnh Loạt phim được xem trực tuyến nhiều nhất vào cuối tháng 11 Hellbound từng xuất hiện dưới định dạng truyện tranh trên internet (webtoon), dành cho điện thoại thông minh.",0

"‘Tại sao Triệu Vy bị phong sát?’ được 'hỏi' nhiều trên Google năm 2021 Ồn ào liên quan đến 'Én nhỏ' nằm trong số những vấn đề được dân mạng tìm kiếm nhiều nhất trên Google năm 2021. Theo đó, câu hỏi “Tại sao Triệu Vy bị phong sát?” được rất nhiều người Việt tìm kiếm đáp án trên nền tảng này.",0

"Việt Hương chia sẻ xúc động trước ngày giỗ cố nghệ sĩ Chí Tài Việt Hương nói đến hiện tại, cô vẫn không tin Chí Tài qua đời mà chỉ nghĩ đàn anh đang đi lưu diễn ở xa.",0

"Travis Scott phủ nhận mọi cáo buộc về thảm kịch giẫm đạp 10 người chết Đây là động thái đầu tiên của nam rapper về vụ kiện liên quan đến thảm kịch Astroworld, khiến 10 người chết.",1

"Kết quả Singapore 2-1 Philippines, AFF Cup 2020: Chủ nhà rộng cửa vào bán kết Đội chủ nhà Singapore đã có chiến thắng thứ 2 tại bảng A AFF Cup 2020 sau khi vượt qua đối thủ khó chịu Philippines trong trận đấu đầy kịch tính từ đầu đến cuối trận.",0

HLV tuyển Malaysia nhẹ nhõm khi nhận được ‘phao cứu sinh’ trước trận gặp Việt Nam HLV Tan Cheng Hoe của tuyển Malaysia có thể thở phào nhẹ nhõm khi đơn xin thay đổi thủ môn cuối cùng đã được Liên đoàn Bóng đá Đông Nam Á (AFF) chấp thuận.,1

"Tuyển Việt Nam phá lệ tại Singapore vì những người hâm mộ quá đỗi nhiệt tình Thủ quân Quế Ngọc Hải, thủ môn Tấn Trường được ban huấn luyện tuyển Việt Nam bật đèn xanh cho ""giao lưu"" với những người hâm mộ hết sức nhiệt tình.",0

"Người Sài Gòn mưu sinh giữa triều cường: ‘Dịch bán ế lắm rồi, ngập thê thảm luôn’ Chiều tối 7.12, triều cường tiếp tục dâng cao trên đường Trần Xuân Soạn (Q.7, TP.HCM) khiến nhiều người dắt xe lội bì bõm giữa mênh mông biển nước. Người dân buôn bán, mưu sinh ở đây lại thở dài: ""Hôm nay lại một ngày ế!"".",0

"Vay nặng lãi từ bạn đồng hương, một sinh viên bị 'khủng bố' để đòi nợ Một nữ sinh viên vay của một sinh viên khác 12 triệu đồng (cả 2 đều ở Bình Định, học tại TP.HCM) vào tháng 3, đến tháng 8 đã trả 168 triệu đồng vẫn bị đòi nợ 125 triệu đồng.",0

"Tháng cuối năm 2021: Tiểu thương chợ Bà Chiểu ‘mong Tết sum vầy hơn là sung túc’ Sau thời gian dài nghỉ bán phòng dịch Covid-19, tiểu thương chợ Bà Chiểu (TP.HCM) vẫn phải gồng... chờ khách. Với nhiều người ""năm nay xem như bỏ"", họ không mong một cái tết sung túc nhưng ""phải thật sum vầy”.",0

"Tác hại khôn lường khi không giặt khẩu trang vải thường xuyên Khẩu trang vải có thể tái sử dụng nhiều lần. Do đó, nếu không giặt thường xuyên, khẩu trang vải có thể tích tụ rất nhiều bụi bẩn và mầm bệnh, thậm chí cả virus gây bệnh Covid-19.",0

Người mắc Covid-19 kéo dài có thể bị mệt mỏi mạn tính Nghiên cứu mới đây phát hiện người bị triệu chứng Covid-19 kéo dài có thể mắc hội chứng mệt mỏi mạn tính và vấn đề hô hấp gây nhịp thở bất thường. Tình trạng này xuất hiện ngay cả ở người bị nhẹ và điều trị tại nhà.,0

Nguy cơ biến chủng Omicron xâm nhập Việt Nam và lây lan rất lớn Bộ Y tế đề nghị các địa phương tăng cường giám sát các ca nghi mắc Covid-19; chủ động gửi mẫu xét nghiệm để đánh giá nguy cơ biến chủng Omicron xâm nhập và lây lan.,1

"Honda Wave 100 phiên bản ‘Made in Campuchia’ giá gần 30 triệu đồng Honda Wave 100 mới sản xuất tại Campuchia trang bị động cơ 100 phân khối, kiểu dáng kích thước tương đương Wave Alpha 110 tại Việt Nam và có giá bán lên đến gần 30 triệu đồng.",1

"Khan hàng dịp cuối năm, Toyota Raize tự trao cơ hội vào tay KIA Sonet Nguồn cung không đủ để kịp thời đáp ứng nhu cầu thị trường trong bối cảnh sức mua đang có xu hướng gia tăng... Toyota Raize đang tự tay trao cơ hội cho đối thủ cạnh tranh KIA Sonet.",0

"Giảm 50% lệ phí trước bạ, mua xe SUV đô thị tiết kiệm khoảng 40 triệu đồng Chính sách giảm 50% lệ phí trước theo Nghị định 103/2021 NĐ-CP áp dụng từ ngày 1.12, giúp người mua xe SUV đô thị tầm giá 500 - 800 triệu đồng tiết kiệm được từ 30 - 50 triệu đồng khi hoàn tất các thủ tục thuế, phí để xe lăn bánh.",0

"Thế giới đã tiêm được bao nhiêu liều vắc xin Covid-19? Chiến dịch tiêm chủng lớn nhất trong lịch sử đang được tiến hành. Hơn 8,09 tỉ liều vắc xin đã được phân phối cho trên 184 quốc gia và vùng lãnh thổ, tức khoảng 37,1 triệu liều/ngày, theo dữ liệu của Bloomberg.",1

"Hiện trường thảm khốc sau vụ rơi trực thăng chở Tổng tham mưu trưởng Ấn Độ Chiếc trực thăng chở Tổng tham mưu trưởng quân đội Ấn Độ Bipin Rawat cùng phu nhân vừa bị rơi tại bang Tamil Nadu, khiến ít nhất 4 người thiệt mạng và công tác cứu hộ đang diễn ra.",0

Bản tin Covid-19 ngày 8.12: Thuốc kháng virus rồi sẽ được bán như thuốc cảm? Bản tin Covid-19 ngày 8.12 của Báo Thanh Niên được phát tại địa chỉ Thanhnien.vn và kênh YouTube Báo Thanh Niên. Bản tin sẽ cập nhật các tin tức về dịch Covid-19 cùng công tác phòng chống dịch của các địa phương trong nước cũng như diễn biến dịch bệnh trên thế giới.,1

"Một nhóm nghiên cứu dự báo TP.HCM sẽ hứng làn sóng dịch Covid-19 mới trong 3 tháng tới Một nhóm nghiên cứu dự báo các tình huống dịch tại TP.HCM, trong đó có dự báo TP.HCM sẽ đối diện làn sóng dịch Covid-19 mới từ thời điểm này đến cuối tháng 3.2022.",1

"Các bộ, ngành không được yêu cầu người dân khai báo lại thông tin đã kê khai Công dân chỉ kê khai thông tin 1 lần. Các bộ, ngành không được yêu cầu người dân khai báo lại những thông tin đã có tại Cơ sở dữ liệu quốc gia về dân cư.",0

"TP.HCM: Điều tra vụ tai nạn xe máy, người té ngã bị đá liên tục vào người Ngày 13.12, Công an H.Củ Chi (TP.HCM) đang điều tra, làm rõ vụ tai nạn xe máy khiến 2 người bị thương tại giao lộ Tỉnh lộ 15 - Bến Cỏ (xã Phú Hòa Đông, H.Củ Chi, TP.HCM).",1

"Giáo hội Phật giáo Việt Nam tỉnh Quảng Trị hủy tư cách tu sĩ của nghi phạm vụ giết người Giáo hội Phật giáo Việt Nam tỉnh Quảng Trị cho biết đã hủy tư cách tu sĩ Phật giáo đối với đại đức Thích Trí Hộ (tức Võ Viết Đạt, nghi phạm trong vụ giết người vừa xảy ra tại địa phương) do phá giới và phạm pháp…",0

Trực tiếp Tư vấn trực tuyến: Công nghệ mới nhất điều trị chấn thương thể thao Hệ thống BVĐK Tâm Anh tổ chức chương trình t ư vấn trực tuyến Công nghệ mới nhất điều trị chấn thương thể thao vào lúc 20 giờ tối nay 13.12 với sự tham gia của những chuyên gia đầu ngành và khách mời nổi tiếng.,1

Thầy Kiatisak ngưỡng mộ học trò Công Phượng HLV trưởng HAGL Kiatisak thể hiện sự ngưỡng mộ cậu học trò của mình bằng cách mặc áo Công Phượng để ghép với các tấm ảnh của cầu thủ này trong trận gặp Malaysia đăng lên trang cá nhân.,1

"Quang Hải, cú giật gót đẳng cấp Đông Nam Á Nếu để lựa chọn một nhân vật để cho thấy trình độ của bóng đá Việt Nam vượt trình độ bóng đá Malaysia thì phải kể đến Nguyễn Quang Hải, với điển hình là pha giật gót đẳng cấp ở trận vòng bảng AFF Cup 2020.",0

"AFF Cup: Động thái bất ngờ của thầy Park trong buổi tập của tuyển Việt Nam Sau chiến thắng ấn tượng 3-0 trước Malaysia, hôm nay tuyển Việt Nam ra sân tập nhằm chuẩn bị cho trận đấu quan trọng với tuyển Indonesia vào ngày 15.12 tới.",1

"Tiết lộ thù lao của diễn viên quần chúng Họ có thể thoại vài câu: 'chờ tao với', 'bữa nay xui tận mạng', 'vé số đây'… rồi lướt qua màn hình, hoặc đôi khi không nói câu nào. Họ chính là những diễn viên quần chúng mà dân trong nghề gọi là 'extras'.",1

"Trịnh Kim Chi trao lại hơn 244 triệu đồng tiền bảo hiểm cho Thương Tín Trịnh Kim Chi cho biết sau khi Thương Tín ký cam kết đóng bảo hiểm cho con gái đến năm 18 tuổi, cô đã trao lại số tiền hơn 244 triệu đồng cho vợ chồng nam diễn viên.",0

Giá vàng hôm nay 13.12.2021: Vàng miếng SJC tiếp tục tăng Kim loại quý tiếp tục tăng giá trong sáng 13.12 với những thông tin về lạm phát cao hỗ trợ. Ngân hàng nước ngoài dự báo đà tăng sẽ còn tiếp tục sang năm 2022.,0

"Tài xế Toyota Fortuner bon chen, giành làn vào trạm thu phí trên cao tốc Trong khi các xe khác xếp hàng chờ qua trạm thu phí, tài xế lái chiếc SUV 7 chỗ Toyota Fortuner lại ngang nhiên lách lên, sau đó bon chen, “kèn cựa” với xe khác để giành làn.",1

"'Choáng' giá trúng đấu giá đất Thủ Thiêm: Áp lực cho cả chính quyền lẫn doanh nghiệp Kết quả đấu giá thành công cao nhất các lô đất tại Thủ Thiêm cuối tuần qua lên gần 2,5 tỉ đồng/m² sẽ tạo ra sức ép cho việc rao bán tương tự của TP.HCM trong thời gian tới lẫn các doanh nghiệp phát triển dự án.",0

Giá USD hôm nay 13.12.2021: Đô la tự do tăng vọt Giá USD sáng 13.12 tiếp tục đi lên khi nhà đầu tư vẫn chờ đợi Fed thu hẹp chương trình kích thích kinh tế.,1

"Viettel thử nghiệm dịch vụ mạng 5G tại Đà Nẵng Ngày 13.12, Viettel triển khai thử nghiệm dịch vụ mạng 5G tại Đà Nẵng với công nghệ mới do Samsung cung cấp.",0

"Tổng thống Hàn Quốc nói đạt 'thỏa thuận nguyên tắc' chấm dứt chiến tranh Triều Tiên Tổng thống Hàn Quốc Moon Jae-in cho biết 4 nước Hàn Quốc, CHDCND Triều Tiên, Trung Quốc và Mỹ đã đồng ý về nguyên tắc để chính thức chấm dứt Chiến tranh Triều Tiên.",0

Vì sao cước vận tải từ Trung Quốc sang Đông Nam Á tăng vọt? Một số nhà phân tích và giới trong ngành mới đây lý giải nguyên nhân cước vận tải biển từ Trung Quốc sang các nước Đông Nam Á tăng lên mức cao kỷ lục trong giai đoạn này.,0

"Đốn hạ cây xanh, 10 quan chức Trung Quốc bị kỷ luật Quảng Châu xử lý kỷ luật hàng loạt quan chức liên quan vụ đốn hạ hơn 4.000 cây xanh trong thành phố.",0

"TP.HCM đẩy mạnh xúc tiến xuất khẩu hàng lương thực, thực phẩm Ngày 13.12, Trung tâm Xúc tiến thương mại và đầu tư TP.HCM (ITPC) phối hợp với Hội Lương thực thực phẩm TP.HCM khai mạc “Tuần lễ triển lãm sản phẩm ngành lương thực, thực phẩm”.",1

"Nhiều doanh nghiệp tại TP.HCM đã khôi phục 100% hoạt động Ngày 13.12, Cổng Thông tin điện tử Chính phủ tổ chức Tọa đàm “Sản xuất an toàn trong đại dịch” với sự tham gia của các chuyên gia, doanh nghiệp.",1

"Thi công nhà máy nhiệt điện hơn 41.000 tỉ đồng tại Quảng Bình Ngày 13.12, tại xã Quảng Đông (H.Quảng Trạch, Quảng Bình), Tập đoàn Điện lực Việt Nam (EVN) và tỉnh Quảng Bình tổ chức lễ triển khai thi công xây dựng công trình Nhà máy Nhiệt điện Quảng Trạch I.",1

Học sinh đi học trở lại: Đề xuất hỗ trợ sinh phẩm xét nghiệm nhanh Covid-19 Sở GD-ĐT đề xuất UBND TP.HCM hỗ trợ các bộ xét nghiệm nhanh Covid-19 để tầm soát F1 nếu có F0 tại trường trong thời gian học sinh đi học trở lại.,1

"Quảng Ngãi: Giáo viên và hàng chục học sinh mắc Covid-19, tạm ngưng dạy học trực tiếp Ghi nhận hàng chục học sinh mắc Covid-19, H.Tư Nghĩa (tỉnh Quảng Ngãi) đã chỉ đạo tất cả các trường đang dạy học trực tiếp phải tạm ngưng, chuyển sang dạy học trực tuyến.",0

Cách phụ huynh bảo vệ học sinh trong ngày đầu trở lại trường học trực tiếp Nếu như nhà trường có nhiều phương án chủ động bảo vệ học sinh thì phụ huynh cũng không ngoài cuộc khi luôn trang bị nước sát khuẩn để 'dọn sạch' Covid-19 trước khi con về nhà.,0

"Cần Thơ, Bến Tre cùng có nữ Bí thư Thành đoàn, Tỉnh đoàn mới Chị Lư Thị Ngọc Anh, Phó bí thư thường trực Thành đoàn Cần Thơ, vừa được bầu làm Bí thư Thành đoàn Cần Thơ. Trước đó, Phó bí thư thường trực Tỉnh đoàn Bến Tre Lâm Như Quỳnh cũng được bầu làm tân Bí thư Tỉnh đoàn tỉnh này.",1

"Đội thanh niên tình nguyện hỗ trợ tang sự giúp người nghèo Hơn 6 năm qua, một nhóm tình nguyện ở tỉnh Kiên Giang tích cực duy trì việc thiện nguyện vốn kén người trẻ dấn thân, hỗ trợ tang sự cho những hoàn cảnh ngặt nghèo.",0

"Thầy giáo 9X nhặt rác về làm đồ dùng dạy học Thầy giáo Nguyễn Hữu Quyết có biệt danh ""Quyết đồng nát” vì hay gom rác thải để chế ra những đồ dùng dạy học độc đáo, lan tỏa lối sống xanh, khiến học trò thích thú.",1

"Kim Duyên thi Miss Universe 2021: Lại vào top nhờ bình chọn từ khán giả! Có thể nói, với nhan sắc và sự thể hiện của Kim Duyên trong suốt hơn 16 ngày tại cuộc thi Hoa hậu Hoàn vũ 2021 (Miss Universe), cô có thể vào top 16 bằng chính thực lực của mình. Nhưng…",1

"Tiễn biệt Phú Quang: 'Chút lá thu vàng đã rụng/Chiều nay cũng bỏ ta đi…' Sáng nay 13.12, gia đình, người thân, bạn bè, những người yêu nhạc Phú Quang đã đến tiễn biệt ông tại Nhà tang lễ Quốc gia (Hà Nội).",0

"Con trai nhạc sĩ Phú Quang: 'Bố chịu đau đủ rồi, giờ là lúc bố thanh thản' “Rồi thời gian cũng sẽ trôi qua cùng bao buồn vui/Những nét chữ xưa cũng sẽ phai mờ theo năm tháng/Mãi trong lòng ta vẫn còn bài ca…”, những câu hát của ca khúc Cho em và cũng là cho anh đã vang lên ở giây phút cuối tiễn biệt nhạc sĩ Phú Quang tại nhà tang lễ sáng nay 13.12.",0

"Tăng Thanh Hà sinh con thứ ba Nhiều khán giả bất ngờ với thông tin Tăng Thanh Hà sinh con thứ ba. Trước đó, nữ diễn viên chưa từng tiết lộ điều này với công chúng.",0

Phần thi áo tắm 'bốc lửa' của Top 16 'Hoa hậu Hoàn vũ 2021' Top 16 thí sinh xuất sắc nhất khoe hình thể quyến rũ cùng những bước catwalk tự tin trong phần thi bikini tại chung kết Hoa hậu Hoàn vũ 2021 (Miss Universe 2021).,0

"‘MC quốc dân’ Yoo Jae Suk nhiễm Covid-19 Trưa 13.12, công ty quản lý Antenna thông báo Yoo Jae Suk có kết quả dương tính với Covid-19.",0

"Nước mắt và nụ cười ở giải điền kinh vô địch quốc gia 2021 Sau 5 ngày tranh tài sôi nổi, để lại nhiều khoảnh khắc ấn tượng, giải điền kinh vô địch quốc gia 2021 khép lại hôm nay trên sân Mỹ Đình (Hà Nội).",0

"Cổ động viên Malaysia nổi giận đòi HLV Tan Cheng Hoe từ chức Sau trận thua 0-3 trước tuyển Việt Nam, một số cổ động viên Malaysia đã lên mạng xã hội kêu gọi HLV Tan Cheng Hoe từ chức.",1

"Tuấn Anh: Hãy tận hưởng AFF Cup 2020 theo cách của mình Hai đường kiến tạo thành bàn trong lần đầu đá chính tại AFF Cup 2020, Tuấn Anh đã rũ bỏ hoàn toàn quá khứ ám ảnh để hướng tới hiện tại tươi đẹp cùng tuyển Việt Nam.",0

"Chủ nhà trọ Sài Gòn cầm cọc tiền 120 triệu phát cho người thuê 'để dành ăn Tết' Thương nhiều người nợ nần, khó khăn sau dịch Covid-19, chủ trọ Sài Gòn và con gái cầm cọc tiền 120 triệu đồng phát cho người thuê trọ ở cả khu phố. Cầm tiền trên tay, nhiều người mừng rỡ, nói ‘để dành ăn Tết’.",0

"Việt kiều Mỹ với câu hỏi: Giữa dịch Covid-19, sao lại về Việt Nam lúc này? Mọi người cứ hỏi sao lại về vào lúc này, sao không đợi Giáng Sinh hay Tết hẵng về tụ họp vui hơn? Giữa “thời đại” Covid-19, mọi thứ đổi thay chóng mặt. Những thủ tục xuất nhập cảnh hôm nay thế này, có thể ngày mai lại khác. Về được lúc nào cứ về thôi.",0

"Hội An 'nói không’ với thịt chó, mèo: Chính quyền chưa hề cấm quán thịt chó buôn bán Nhiều người dân và du khách bày tỏ quan điểm ủng hộ việc chính quyền TP.Hội An ký cam kết “không” tiêu thụ thịt chó, mèo. Tuy nhiên, nhiều người kinh doanh lại cho rằng cần có điều kiện đi kèm để họ chuyển đổi nghề.",1

"Thu hồi giấy chứng nhận đủ điều kiện kinh doanh dược của Vimedimex Hôm nay 13.12, Bộ trưởng Bộ Y tế đã ban hành Quyết định 5681/QĐ-BYT về việc thu hồi Giấy chứng nhận đủ điều kiện kinh doanh dược của Công ty cổ phần y dược phẩm Vimedimex.",0

"Nghiên cứu thực về Omicron: Mũi 3 Pfizer làm tăng mức kháng thể gấp trăm lần Các nhà nghiên cứu Israel hôm 11.12 cho biết họ đã phát hiện mũi 3 vắc xin Pfizer cung cấp khả năng bảo vệ đáng kể chống lại biến thể Omicron mới, theo CNBC.",1

"Tác động cấp tính của Covid-19 lên não Ngoài những ảnh hưởng đến hệ hô hấp, Covid-19 còn có thể gây ra một loạt triệu chứng liên quan hệ thần kinh và sức khỏe tâm thần.",0

"Ô tô giảm giá, người Việt mua sắm hơn 50.000 xe Với mục tiêu hưởng ưu đãi từ chương trình khuyến mãi của nhà sản xuất, phân phối cũng như chính sách giảm lệ phí trước bạ từ phía Chính phủ, người Việt đổ xô mua sắm ô tô, đặc biệt là các mẫu xe lắp ráp trong nước, giúp thị trường tăng trưởng kỷ lục.",0

